Fund profile: Fund net assets,Fossil Free Funds: Fossil fuel grade (Number Count),"Fossil Free Funds: Fossil fuel holdings, weight","Fossil Free Funds: Coal industry, weight","Fossil Free Funds: Oil / gas industry, weight","Fossil Free Funds: Fossil-fired utilities, weight",Fossil Free Funds: Fossil fuel finance fund score,"Fossil Free Funds: Fossil fuel finance holdings, weight",Fossil Free Funds: Fossil fuel insurance fund score,"Fossil Free Funds: Fossil fuel insurance holdings, weight","Fossil Free Funds: Clean200, weight","Deforestation Free Funds: Deforestation-risk producer, weight","Deforestation Free Funds: Deforestation-risk financier, weight","Deforestation Free Funds: Deforestation-risk consumer brand, weight",esg_score,grade
27994654064,3,0.018,0,0.016,0.002,0,0,0,0,0.393,0,0,0.103,21.71,3
6510466706,2,0.023,0,0.023,0,8,0.069,38,0.059,0.093,0,0.016,0.065,19.97,2
692121686,3,0.039,0,0.039,0,3.8,0.016,13.3,0.015,0.103,0,0.017,0.008,23.82,3
31899213800,3,0.041,0.002,0.039,0.003,13.7,0.026,2.2,0.002,0.131,0.005,0.014,0.068,23.18,3
2109041194,3,0.042,0.002,0.04,0.003,14,0.026,2.3,0.002,0.136,0.005,0.014,0.069,23.16,3
2692071738,2,0.001,0,0.001,0,0,0,0,0,0.053,0,0,0,15.98,2
3160737159,1,0,0,0,0,0,0,0,0,0.075,0,0,0,15.98,2
4847933507,6,0.099,0.037,0.069,0.038,8.4,0.039,6.8,0.007,0.122,0.01,0.022,0.01,26.9,3
2246935829,6,0.123,0.046,0.107,0.059,27.2,0.117,0,0,0.079,0.002,0.05,0.041,26.92,3
6858117409,6,0.139,0.073,0.083,0.061,25,0.116,2.7,0.003,0.126,0.026,0.041,0.023,27.33,3
7506989375,6,0.11,0.026,0.092,0.032,31,0.11,24.3,0.039,0.129,0.014,0.084,0.109,22.31,3
5092017272,4,0.082,0.025,0.072,0.082,0,0,35.1,0.049,0.13,0.015,0.014,0.141,21.87,3
845126576,4,0.078,0.004,0.068,0.041,41.3,0.157,34.6,0.047,0.155,0.015,0.138,0.088,20.85,3
1487593320,3,0.048,0.026,0.021,0.003,11.7,0.024,63.9,0.097,0.06,0,0,0.158,20.65,3
938885429,6,0.132,0,0.132,0.034,2.6,0.042,22.1,0.035,0.008,0.034,0,0.027,19.38,2
7701363941,6,0.166,0.074,0.136,0.064,51.7,0.173,0.9,0.001,0.212,0.035,0.136,0.07,25.04,3
134683923,2,0.001,0,0.001,0,0,0,0,0,0.053,0,0,0,15.97,2
944170335,4,0.084,0.007,0.075,0.022,0,0,5.8,0.007,0.021,0,0,0.023,24.55,3
15119550185,4,0.089,0.006,0.058,0.045,14.2,0.024,25.5,0.026,0.246,0.002,0.026,0.118,22.05,3
14032774915,4,0.06,0.011,0.046,0.047,0,0,15.8,0.017,0.217,0.001,0,0.153,21.4,3
3909430375,6,0.102,0.008,0.066,0.059,18,0.037,22.8,0.024,0.151,0.002,0.061,0.104,21.25,3
18832055354,2,0.003,0,0.003,0,0,0,0,0,0.203,0,0,0.105,20.45,3
5409596605,6,0.189,0.004,0.148,0.042,67.5,0.098,70,0.074,0.173,0.007,0.053,0.047,23.44,3
64031078,1,0,0,0,0,0,0,0,0,0.125,0,0,0.013,24.21,3
443399785,2,0,0,0,0,189.9,0.311,0,0,0,0,0.126,0,27.94,3
4003156542,1,0,0,0,0,0,0,0,0,0.232,0,0,0,31.61,4
1317571529,6,0.183,0,0.183,0,0,0,0,0,0,0,0,0,22.01,3
481112504,1,0,0,0,0,0,0,0,0,0.071,0,0,0.045,28.05,3
1677924437,1,0,0,0,0,0,0,0,0,0.335,0,0,0.035,22.84,3
717007381,1,0,0,0,0,0,0,0,0,0.135,0,0,0.32,18.94,2
468287794,1,0,0,0,0,0,0,0,0,0.133,0,0,0.524,20.95,3
1263127395,1,0,0,0,0,0,0,0,0,0.002,0.043,0,0.459,24.76,3
1847735900,1,0,0,0,0,0,0,0,0,0,0,0,0,36.66,4
1962549793,6,0.991,0.056,0.967,0.024,0,0,0,0,0,0,0,0,34.83,4
1669925929,1,0,0,0,0,0,0,0,0,0.006,0,0,0.007,19,2
106078240,1,0,0,0,0,0,0,0,0,0,0,0,0,23.14,3
1038628780,2,0.015,0,0.015,0,124.5,0.183,29.5,0.031,0,0,0.107,0,25.41,3
1932959877,3,0.043,0,0.043,0,0,0,0,0,0.08,0,0,0,32.09,4
6415263102,1,0,0,0,0,0,0,0,0,0.009,0,0,0.008,26.95,3
1134844309,1,0,0,0,0,0,0,0,0,0,0,0,0.097,21.07,3
624744725,4,0.056,0.003,0.053,0,0,0,0,0,0.089,0,0,0.024,28.38,3
1011044186,2,0,0,0,0,0,0,222.9,0.244,0,0,0,0,23.3,3
638111317,1,0,0,0,0,0,0,0,0,0,0,0,0.426,22.99,3
721189403,1,0,0,0,0,0,0,0,0,0.148,0.043,0,0.007,27.33,3
4631721403,1,0,0,0,0,0,0,0,0,0,0,0,0,27.15,3
1192246929,1,0,0,0,0,0,0,0,0,0.212,0,0,0,28.26,3
2678821052,1,0,0,0,0,0,0,0,0,0.03,0,0,0.663,19.04,2
16483629145,1,0,0,0,0,0,0,0,0,0.167,0,0,0,20.66,3
9061135608,1,0,0,0,0,0,0,0,0,0.318,0,0,0,17.11,2
974734617,1,0,0,0,0,0,0,0,0,0.299,0,0,0,18.33,2
14187956535,1,0,0,0,0,0,0,0,0,0.334,0,0,0,19.29,2
255402876,1,0,0,0,0,0,0,0,0,0.295,0,0,0,22.58,3
466844244,4,0.07,0.05,0.02,0,0,0,0,0,0,0,0,0,22.78,3
1995204358,6,0.927,0.212,0.604,0.914,0,0,0,0,0.003,0,0,0,32.56,4
316398967,2,0.011,0,0.011,0,0,0,0,0,0.338,0,0,0.003,20.81,3
3646289735,4,0.066,0.008,0.056,0.023,20,0.034,16.5,0.018,0.231,0.003,0.019,0.1,22.64,3
11030010763,3,0.007,0.001,0.007,0,3.6,0.006,0.4,0,0.283,0.001,0.003,0.135,22.22,3
5411849551,6,0.2,0,0.2,0,73.8,0.17,0,0,0.098,0,0,0.045,20.75,3
5547282866,6,0.094,0.033,0.076,0.014,5.8,0.029,13.3,0.014,0.124,0,0.017,0,26.68,3
22081676643,4,0.083,0.025,0.058,0.018,6.8,0.042,10.5,0.011,0.118,0.006,0.005,0.005,26.4,3
52216410798,6,0.112,0.027,0.093,0.032,28.4,0.093,16.7,0.026,0.12,0.011,0.057,0.071,23.74,3
15761416450,3,0.005,0,0.005,0,3.2,0.005,0,0,0.264,0,0.004,0.119,22.32,3
13879939986,2,0.023,0,0.023,0,9.7,0.02,0,0,0.105,0,0,0.088,18.95,2
594819509,6,0.107,0.025,0.09,0.031,30.2,0.107,23.7,0.038,0.127,0.013,0.081,0.107,22.3,3
3824713465,3,0.025,0.004,0.022,0.001,0,0,0,0,0,0,0,0,25.34,3
2897875266,6,0.105,0.008,0.084,0.023,21.4,0.032,3.5,0.004,0.001,0.009,0.008,0.028,23.46,3
1646131276,3,0.013,0.002,0.011,0.002,0.9,0.002,0.1,0,0.373,0,0,0.121,20.7,3
19368623145,6,0.144,0.001,0.142,0.013,69.8,0.11,2.1,0.002,0.173,0,0.039,0.052,24.45,3
10605275713,6,0.105,0.002,0.024,0.083,14.7,0.024,83.5,0.084,0.128,0.001,0.029,0.08,21.63,3
14494576641,2,0.023,0,0.023,0,8,0.069,38,0.059,0.093,0,0.016,0.065,19.54,2
1779770944,4,0.079,0.002,0.056,0.024,0,0,0,0,0,0,0,0,22.55,3
4320696363,4,0.074,0.002,0.048,0.026,0,0,0,0,0.009,0,0,0.006,27.79,3
12119153357,6,0.125,0.023,0.092,0.053,38.4,0.062,43.4,0.048,0.045,0.008,0.039,0.099,24.19,3
73662984900,4,0.086,0.006,0.057,0.042,12.5,0.021,22.6,0.023,0.218,0.002,0.023,0.105,22.73,3
12661692178,6,0.169,0.011,0.099,0.082,35.7,0.061,90.4,0.096,0.093,0.004,0.055,0.094,23.03,3
2144564018,4,0.079,0.002,0.057,0.022,0,0,0,0,0,0,0,0,22.94,3
7387389952,3,0.02,0,0.02,0,0,0,0,0,0.004,0,0,0.007,27.47,3
832720164,3,0.033,0.002,0.031,0.002,0,0,0,0,0,0,0,0.003,29.18,3
3656540644,3,0.02,0,0.02,0,0,0,0,0,0.003,0,0,0.008,27.45,3
25758804987,4,0.071,0.013,0.046,0.025,0,0,0,0,0.003,0,0,0.003,29.18,3
1112939648,6,0.092,0.014,0.047,0.045,0,0,0,0,0,0,0,0,24.12,3
16237684,6,0.091,0.014,0.047,0.044,0,0,0,0,0,0,0,0,24.12,3
4706641253,6,0.112,0.009,0.08,0.033,0,0,0,0,0,0,0,0.009,24.59,3
1348606288,6,0.111,0.024,0.063,0.049,0,0,0,0,0.006,0,0,0.003,29.02,3
667599475,6,0.127,0.025,0.092,0.057,38,0.06,41.3,0.045,0.045,0.008,0.043,0.098,24.15,3
5005007898,4,0.078,0.002,0.05,0.028,0,0,0,0,0.01,0,0,0.008,27.04,3
5316720547,6,0.109,0.007,0.093,0.043,26.2,0.047,17.3,0.019,0.119,0,0.031,0.094,23.73,3
1988760070,6,0.627,0.157,0.414,0.614,0,0,0,0,0.107,0,0,0,29.53,3
396556479,4,0.086,0.022,0.071,0.005,27.1,0.072,17.4,0.027,0.079,0.007,0.038,0.054,23.24,3
14159457900,6,0.106,0.026,0.086,0.031,24.3,0.08,14.4,0.022,0.105,0.011,0.049,0.062,24.11,3
1.00E+11,4,0.086,0.006,0.057,0.042,12.5,0.021,22.6,0.023,0.219,0.002,0.023,0.105,22.74,3
3401425725,2,0.017,0.001,0.016,0.001,0,0,0,0,0.25,0,0,0.095,21.82,3
37185078,6,0.095,0.033,0.082,0.06,0,0,27.1,0.03,0.106,0.017,0,0.09,22.18,3
4018343813,3,0.024,0.002,0.017,0.007,3.3,0.01,2.6,0.003,0.215,0.002,0.005,0.082,20.14,3
3150732490,6,0.17,0.011,0.098,0.082,36.1,0.063,91.4,0.097,0.094,0.004,0.056,0.094,23.04,3
161397389,6,0.172,0.011,0.099,0.084,36.6,0.063,93.3,0.1,0.095,0.004,0.058,0.095,23.1,3
7945916524,6,0.178,0.022,0.123,0.075,2.9,0.006,9.5,0.011,0.026,0.015,0.002,0.032,24.85,3
104221468,4,0.064,0,0.064,0,0,0,0,0,0.161,0,0,0,26.55,3
135110573,4,0.056,0,0.056,0.009,24.1,0.034,10.4,0.012,0.184,0,0.04,0.122,20.24,3
2953201270,3,0.039,0,0.038,0.005,8.3,0.022,1.9,0.002,0.114,0.006,0.004,0.091,21.54,3
1670648345,4,0.076,0.01,0.061,0.024,0,0,0.8,0.001,0.013,0.002,0,0.018,26.33,3
5003479464,6,0.111,0.027,0.092,0.033,27.3,0.089,15.9,0.025,0.116,0.012,0.055,0.069,23.64,3
11932733292,4,0.087,0.006,0.056,0.043,14.1,0.024,25.3,0.026,0.243,0.001,0.026,0.115,22.06,3
24651384853,4,0.085,0.006,0.057,0.041,12.6,0.021,22.7,0.023,0.219,0.001,0.023,0.105,22.66,3
12273260704,3,0.041,0.013,0.03,0.008,2.9,0.015,4,0.004,0.075,0.003,0.007,0.003,25.7,3
23338923000,3,0.037,0.012,0.03,0.004,1.9,0.01,2.9,0.003,0.062,0.001,0.005,0.003,26.29,3
45834443906,6,0.098,0.024,0.083,0.027,29.8,0.103,28.6,0.045,0.114,0.014,0.061,0.083,22.1,3
1.48E+11,4,0.077,0.005,0.056,0.029,19,0.031,20.7,0.022,0.17,0.001,0.019,0.086,22.99,3
22993204688,4,0.086,0.016,0.073,0.024,24.4,0.086,23.5,0.036,0.117,0.011,0.055,0.087,22.31,3
57634716938,4,0.079,0,0.065,0.014,1.2,0.01,21.3,0.024,0.067,0.005,0.003,0.078,22.97,3
1802323388,4,0.078,0.008,0.056,0.02,13.7,0.035,4.5,0.005,0.027,0.018,0.015,0.086,23.59,3
3283171911,4,0.057,0,0.057,0,0,0,0,0,0.06,0,0,0,30.47,4
12672028394,4,0.073,0.002,0.059,0.011,0.6,0.011,17.7,0.021,0.055,0.011,0.006,0.111,23.5,3
408469710,4,0.06,0,0.06,0,0,0,0,0,0.069,0,0,0.122,20.63,3
1410939218,6,0.103,0,0.085,0.018,5.1,0.014,18.1,0.018,0.068,0,0.004,0.04,23.56,3
130386999,6,0.56,0.104,0.361,0.43,0,0,0,0,0.087,0,0,0,25.81,3
517656669,2,0.03,0,0.03,0,0,0,0,0,0.147,0,0,0.047,22.09,3
20750389,2,0.021,0,0.021,0,0,0,0,0,0,0,0,0,27.83,3
41707612,1,0,0,0,0,0,0,0,0,0.003,0,0,0,24.25,3
210202,6,0.099,0.013,0.086,0,76.6,0.177,6.1,0.006,0.18,0,0.103,0.062,20.27,3
286540,6,0.092,0.005,0.086,0,40,0.092,7,0.007,0.213,0,0.071,0.145,21.81,3
284902,4,0.085,0.004,0.082,0,36,0.09,6.8,0.007,0.212,0,0.069,0.138,22.37,3
287716,3,0.055,0,0.055,0,48.7,0.086,0,0,0.237,0,0.075,0.134,20.65,3
187388,4,0.077,0,0.077,0,0,0,0,0,0,0,0,0,27.66,3
3082695,6,0.136,0.02,0.093,0.067,4.6,0.021,30.7,0.034,0.037,0,0,0.142,25.66,3
60495784,2,0.028,0,0.028,0,9.2,0.037,0,0,0.287,0,0,0.074,22.82,3
263208071,6,0.159,0.022,0.071,0.088,0,0,0,0,0,0,0,0,27.93,3
89164121,4,0.085,0.006,0.073,0.031,61.9,0.105,29,0.033,0.101,0.002,0.103,0.118,23.64,3
8476406575,6,0.098,0,0.062,0.052,18.5,0.027,55,0.058,0.229,0,0.054,0.129,20.9,3
8271927618,6,0.161,0,0.142,0.05,3,0.012,25.7,0.03,0.164,0,0.031,0.116,22.01,3
3862160607,2,0.026,0.004,0.022,0.004,0,0,0,0,0.139,0,0,0.071,21.93,3
6222782736,2,0.027,0,0.027,0,18.5,0.099,13.9,0.017,0.183,0,0.046,0.144,20.01,3
157691133,6,0.149,0.037,0.131,0.039,37.6,0.115,13,0.025,0.104,0.019,0.067,0.098,25.65,3
10760300714,1,0,0,0,0,0,0,0,0,0.192,0,0,0.103,20.21,3
2330422536,6,0.179,0,0.136,0.097,19.2,0.033,45.7,0.049,0.075,0,0.071,0.084,22.1,3
1570903921,6,0.127,0.012,0.096,0.06,5.2,0.022,25.7,0.029,0.042,0.021,0,0,21.78,3
247149855,4,0.07,0.015,0.055,0.015,0,0,0,0,0.011,0,0,0.03,21.17,3
703951836,6,0.097,0.006,0.053,0.037,0,0,0,0,0.008,0,0,0.006,26.67,3
2254936703,3,0.038,0,0.038,0,0,0,0,0,0,0,0,0,26.57,3
356744740,6,0.294,0,0.289,0.041,18.9,0.023,0,0,0.116,0,0.042,0.083,25.05,3
717741107,1,0,0,0,0,0,0,0,0,0.102,0,0,0,30.1,4
935070556,3,0.053,0,0.053,0.012,24.4,0.044,6.9,0.009,0.183,0.005,0.027,0.075,22.46,3
22439501168,2,0.008,0,0.008,0,0,0,0,0,0.223,0,0,0.085,22.28,3
130650010,6,0.095,0.057,0.046,0.045,6.2,0.034,2.4,0.002,0.143,0.009,0.001,0.006,25.18,3
4099663726,6,0.177,0,0.168,0.067,34.9,0.058,0,0,0.055,0,0.101,0.138,25.07,3
2630174866,3,0.04,0,0.038,0.004,11.5,0.035,5.1,0.006,0.103,0,0.023,0.057,24.67,3
415405648,4,0.064,0.006,0.047,0.023,19.6,0.055,8.4,0.009,0.164,0.004,0.049,0.121,21.68,3
1311167662,2,0.028,0,0.028,0,0,0,0,0,0.045,0,0,0,37.8,4
16302151356,2,0.018,0,0.018,0.011,0,0,0,0,0.227,0,0,0.074,21.23,3
4116355585,2,0.023,0,0.023,0,0,0,0,0,0.211,0,0,0.077,21.5,3
420136155,6,0.1,0.014,0.085,0.02,32.5,0.115,20.7,0.029,0.129,0.009,0.097,0.128,21.5,3
260109688,6,0.091,0.014,0.078,0.027,32.5,0.118,21.2,0.033,0.134,0.011,0.08,0.13,23.04,3
805373653,2,0.029,0,0.029,0,0,0,0,0,0.076,0,0,0.013,21.09,3
103248071,3,0.034,0.004,0.026,0.014,9.1,0.021,6.2,0.007,0.104,0.002,0.015,0.045,22.24,3
55744094,3,0.036,0.005,0.028,0.015,9.7,0.022,6.6,0.008,0.111,0.002,0.016,0.048,22.23,3
41401846,3,0.037,0.005,0.029,0.015,9.8,0.022,6.7,0.008,0.113,0.002,0.016,0.048,22.24,3
279821453,3,0.031,0.002,0.025,0.013,9.8,0.02,8,0.009,0.096,0.001,0.017,0.052,24.22,3
822238970,3,0.053,0.003,0.041,0.022,16.7,0.034,13.9,0.016,0.168,0.001,0.029,0.09,23.68,3
485949079,3,0.043,0.003,0.034,0.018,13.6,0.028,11.3,0.013,0.136,0.001,0.024,0.073,23.88,3
3179940985,4,0.065,0,0.065,0,13.8,0.068,35.5,0.042,0.115,0,0.114,0.081,21.03,3
9579621678,4,0.073,0,0.073,0.001,39.4,0.09,15.1,0.015,0.114,0.014,0.088,0.116,24.7,3
898657957,6,0.102,0,0.102,0.018,53.6,0.164,0,0,0.121,0,0.132,0.082,22.8,3
2626505731,6,0.097,0,0.088,0.035,26.4,0.05,30.8,0.033,0.089,0.01,0.029,0.07,24.4,3
7036425035,6,0.108,0,0.108,0.036,42.4,0.077,16.2,0.016,0.093,0.018,0.062,0.061,24.09,3
191883505,4,0.058,0.009,0.058,0.02,0,0,0,0,0.08,0,0,0,30.7,4
752719561,6,0.143,0,0.115,0.088,6.5,0.026,46.5,0.051,0.04,0.02,0,0.016,24.52,3
322413299,6,0.671,0.044,0.646,0.002,0,0,0,0,0.069,0.009,0,0.032,33.2,4
260696009,1,0,0,0,0,0,0,0,0,0.064,0,0,0,15.75,2
26312683103,3,0.051,0,0.051,0.012,7.2,0.017,0,0,0.206,0,0.043,0.147,22.34,3
584598716,4,0.088,0.006,0.057,0.045,14.1,0.024,25.4,0.026,0.246,0.002,0.026,0.118,21.76,3
3705945675,3,0.044,0.012,0.038,0.012,0,0,0,0,0.022,0,0,0.002,29.21,3
3544618238,4,0.069,0.008,0.061,0.008,0,0,0,0,0.012,0,0,0,23.82,3
1052915290,4,0.083,0.009,0.046,0.048,13.6,0.019,34.7,0.036,0.231,0.003,0.014,0.119,21.36,3
300568415,4,0.069,0.006,0.031,0.042,15.4,0.02,26.7,0.028,0.235,0,0.024,0.124,22.07,3
94491856,4,0.061,0.013,0.047,0.017,0,0,0,0,0.005,0,0,0,28.41,3
6645242417,6,0.978,0.193,0.554,0.945,0,0,0,0,0,0,0,0,31.49,4
2051532657,3,0.055,0.004,0.042,0.027,9.7,0.012,10.9,0.013,0.15,0.002,0.015,0.082,22.55,3
320199937,3,0.046,0.016,0.03,0.016,4.9,0.025,18.6,0.02,0.141,0,0.021,0,25.69,3
990773694,6,0.099,0.038,0.062,0.038,0,0,0,0,0.053,0,0,0,26.9,3
5124928517,4,0.077,0,0.039,0.05,25.6,0.037,23.4,0.023,0.218,0,0.039,0.107,22.44,3
2155268645,3,0.038,0.005,0.028,0.015,15.4,0.028,4.4,0.006,0.122,0.002,0.019,0.059,22.97,3
2707631503,3,0.047,0.007,0.035,0.018,18.8,0.036,5.3,0.007,0.147,0.004,0.025,0.07,22.9,3
377895293,3,0.049,0.027,0.022,0.027,12.1,0.036,0,0,0.141,0,0.036,0.015,24.46,3
621683050,4,0.068,0,0.068,0.023,25.6,0.028,11.2,0.022,0.292,0,0.028,0.101,22.69,3
742255437,6,0.104,0,0.104,0.045,0,0,0,0,0.098,0.045,0,0.019,22.48,3
1593698708,1,0,0,0,0,0,0,0,0,0.159,0,0,0.07,25.87,3
1099558465,1,0,0,0,0,0,0,0,0,0.411,0,0,0.011,19.76,2
296043270,4,0.081,0,0.081,0,0,0,0,0,0,0,0,0,24.99,3
718803900,4,0.074,0,0.066,0.008,50.8,0.11,0,0,0.103,0.008,0.11,0.073,20.67,3
594070030,6,0.185,0.037,0.154,0.048,83,0.194,24.1,0.042,0.083,0.045,0.149,0.136,23.2,3
10850327632,1,0,0,0,0,0,0,0,0,0.349,0,0,0.113,20.97,3
36472092642,6,0.105,0,0.105,0.041,54.7,0.08,10.9,0.014,0.141,0,0.065,0.078,24.66,3
546382105,4,0.09,0.006,0.069,0.044,15.8,0.02,21.6,0.026,0.242,0.004,0.025,0.143,22.39,3
39186865,3,0.036,0.005,0.027,0.014,14.6,0.026,4.2,0.005,0.116,0.002,0.018,0.056,22.94,3
32640190,3,0.041,0.006,0.031,0.016,16.7,0.031,4.7,0.006,0.131,0.003,0.021,0.063,22.91,3
22392230,3,0.046,0.007,0.034,0.018,18.3,0.035,5.2,0.007,0.143,0.003,0.024,0.068,22.87,3
22282658,3,0.049,0.008,0.036,0.019,18.7,0.036,5.6,0.007,0.149,0.004,0.024,0.07,22.83,3
14633105,3,0.051,0.009,0.038,0.02,18.8,0.036,6.2,0.008,0.155,0.004,0.025,0.072,22.78,3
10356181,3,0.054,0.009,0.039,0.021,18.8,0.037,6.8,0.009,0.161,0.005,0.025,0.073,22.74,3
2399431,4,0.056,0.01,0.04,0.022,18.9,0.037,7.2,0.009,0.165,0.005,0.025,0.074,22.74,3
2630561258,2,0.013,0,0.013,0,0,0,0,0,0.016,0,0,0,26.55,3
250810544,4,0.084,0.011,0.051,0.045,0,0,0,0,0,0,0,0.014,30.25,4
347123852,4,0.056,0,0.042,0.036,0,0,0,0,0.076,0,0,0.01,21.86,3
5923764104,3,0.035,0,0.023,0.026,17.6,0.023,0,0,0.259,0,0.049,0.165,20.61,3
1317167217,3,0.049,0.015,0.044,0.006,3.7,0.019,10.6,0.011,0.113,0.018,0,0,25.78,3
314278110,2,0.018,0.014,0.004,0.018,0,0,0,0,0,0,0,0,27.09,3
2455122020,6,0.112,0,0.112,0,31.9,0.125,18.1,0.031,0.161,0,0.099,0.102,25.42,3
765172677,3,0.026,0.007,0.02,0.007,0,0,0,0,0,0,0,0.027,23.29,3
8162670664,4,0.06,0,0.06,0,53.5,0.097,10.7,0.018,0.202,0,0.043,0.088,23.07,3
92931959,3,0.022,0,0.022,0,0,0,4.3,0.007,0.005,0.01,0,0.024,23.25,3
163267537,4,0.083,0,0.083,0,43.8,0.115,4.5,0.008,0.2,0,0.082,0.058,24.31,3
2542367764,4,0.07,0,0.07,0,28.9,0.041,13.4,0.023,0.256,0,0.011,0.072,23.06,3
147890474,6,0.55,0.11,0.394,0.477,0,0,0,0,0.067,0,0,0,25.09,3
27887823,3,0.039,0,0,0.039,0,0,0,0,0.211,0,0,0.276,20.93,3
212678574,3,0.004,0,0.004,0,0,0,0,0,0.313,0,0,0.117,20.76,3
17926503,6,0.092,0,0.092,0,0,0,0,0,0,0,0,0,28.78,3
10233574567,3,0.033,0.003,0.03,0.001,0,0,0,0,0.03,0,0,0.008,25.22,3
2380079208,3,0.016,0,0.016,0,0,0,0,0,0,0,0,0,25.85,3
569136789,6,0.129,0.027,0.085,0.037,0,0,0,0,0.237,0.036,0,0,29.38,3
370551493,6,0.094,0.015,0.07,0.03,2.8,0.02,0,0,0.162,0.035,0.016,0.019,26.69,3
79247332,4,0.07,0.011,0.062,0.009,24.6,0.067,7.6,0.012,0.125,0.017,0.055,0.077,22.57,3
582614313,4,0.077,0.012,0.067,0.012,22.7,0.063,6.5,0.01,0.127,0.019,0.051,0.069,23.51,3
317163190,4,0.063,0.013,0.057,0.019,27,0.1,14.4,0.025,0.16,0.032,0.095,0.077,22.28,3
320996040,4,0.073,0.014,0.062,0.022,21.5,0.08,9.9,0.017,0.157,0.032,0.074,0.06,23.86,3
1017637471,3,0.033,0,0.033,0.019,14.5,0.07,20.5,0.035,0.177,0.037,0.093,0.088,21.9,3
11074296375,2,0,0,0,0,19,0.041,0,0,0.233,0,0,0.147,20.81,3
1533320249,6,0.589,0.096,0.514,0.005,0,0,0,0,0.082,0.068,0,0.069,36.48,4
178031669,3,0.05,0.01,0.042,0.009,13.4,0.037,3.7,0.006,0.069,0.011,0.029,0.033,24.21,3
35470673,3,0.028,0,0.014,0.016,0,0,0,0,0.003,0,0,0.015,25.3,3
21343422681,6,0.263,0.134,0.138,0.12,9.7,0.061,0,0,0.169,0.013,0.045,0.032,23.87,3
3397034025,6,0.178,0.059,0.143,0.097,4.7,0.016,0,0,0.184,0.008,0.008,0.053,21.51,3
3658243966,6,0.096,0.024,0.096,0.062,0,0,0,0,0.175,0,0,0.066,20.94,3
1574479663,4,0.067,0.003,0.042,0.027,7.9,0.017,24.7,0.025,0.083,0.003,0.01,0.068,23.72,3
18240188,4,0.061,0,0.061,0.016,76.3,0.122,14.4,0.018,0.18,0.021,0.105,0.113,24.73,3
445895927,4,0.085,0.018,0.075,0.012,19.6,0.038,0,0,0.092,0.003,0.008,0.086,23.98,3
47361743,6,0.236,0.029,0.208,0.045,6.8,0.016,0,0,0.137,0,0.016,0.01,26.54,3
66205687,1,0,0,0,0,0,0,0,0,0.386,0.022,0,0.015,22,3
46447587,2,0.022,0,0.022,0,46.4,0.149,16.6,0.029,0.008,0,0.138,0,25.66,3
12478980,2,0.015,0,0.005,0.01,0,0,0,0,0,0,0,0,29.32,3
316702271,3,0.035,0,0.035,0,0,0,0,0,0.081,0,0,0,33.87,4
1187431685,3,0.035,0,0.035,0,0,0,0,0,0.299,0,0,0.113,19.48,2
17140327,2,0.014,0,0.014,0,6.1,0.012,8.4,0.01,0.093,0,0,0.119,21.43,3
5244955,1,0,0,0,0,0,0,0,0,0,0,0,0,28.82,3
1758842322,4,0.078,0.001,0.071,0.007,0,0,0,0,0.021,0,0,0.019,28.52,3
1482302203,6,0.798,0.278,0.473,0.664,0,0,0,0,0.032,0,0,0,31.89,4
207320888,4,0.058,0.043,0.057,0.001,16.4,0.029,0,0,0.117,0.008,0.01,0.013,23.73,3
64690091,4,0.075,0.014,0.036,0.053,20.5,0.034,33.2,0.034,0.061,0.013,0.023,0.081,22.93,3
34274870,6,0.183,0,0.154,0.056,0,0,0,0,0.136,0,0.051,0.109,25.03,3
31776849,6,0.1,0.021,0.09,0.018,37.3,0.133,22.9,0.034,0.143,0,0.081,0.106,21.08,3
520787742,4,0.077,0.007,0.051,0.019,12.3,0.015,0,0,0.062,0,0.015,0.084,20.62,3
1193754441,3,0.005,0,0.005,0,0,0,0,0,0.11,0,0,0.089,18.63,2
1968257,6,0.111,0.024,0.079,0.046,0,0,0,0,0.01,0,0,0.014,28.53,3
2062384,6,0.132,0.003,0.093,0.042,27.1,0.043,4.8,0.006,0.077,0.006,0.027,0.086,21.79,3
21923274,3,0.046,0,0.029,0.017,31.3,0.036,0,0,0.087,0,0.036,0.084,19.88,2
14747731,6,0.097,0,0.044,0.054,15,0.043,18,0.018,0.054,0,0.059,0.133,23.92,3
1108991944,6,0.104,0.011,0.059,0.044,0,0,0,0,0,0,0,0.01,26.84,3
160777708,3,0.028,0,0.028,0,5.5,0.022,19.7,0.021,0.182,0,0.032,0.075,21.43,3
29728980,4,0.076,0,0.068,0.03,5.3,0.006,3.6,0.004,0.05,0,0.006,0.035,22.51,3
20647682,4,0.074,0,0.061,0.016,24.9,0.029,0,0,0.092,0,0.029,0.069,20.4,3
406399391,6,0.403,0.048,0.355,0.032,0,0,0,0,0.014,0,0,0,40.97,5
34507185,3,0.042,0,0.042,0,17.2,0.097,19.1,0.02,0.039,0,0,0.009,27.57,3
65219536,6,0.436,0.161,0.356,0.368,0,0,0,0,0.258,0,0,0,25.58,3
442496367,4,0.068,0.009,0.048,0.029,12,0.031,16.9,0.02,0.156,0.004,0.025,0.065,22.51,3
970911112,2,0.005,0,0.005,0,4.2,0.028,14.8,0.016,0.096,0,0.008,0,23.74,3
2642945861,2,0.009,0,0.009,0,3.4,0.024,13.1,0.014,0.088,0,0.006,0.004,24.69,3
